49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,105,49,49,49,49,49,105,105,49,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,105,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,105,105,105,105,105,105,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,105,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,105,105,105,105,105,49,49,49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,49,49,105,105,105,105,105,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,49,49,105,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,105,105,105,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,49,49,49,49,49,49,105,105,105,49,49,49,49,
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,
105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,
105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,
105,105,105,105,105,105,105,105,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,105,105,49,49,49,49,49,49,49,
105,105,105,105,105,105,105,105,105,105,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,105,49,49,49,49,49,49,49,49,49,49,105,105,105,49,49,49,49,49,49,49,
49,49,49,49,49,49,49,105,105,105,105,105,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,105,49,49,49,49,49,49,49,49,105,105,105,105,49,49,49,49,49,49,49,49,
